timestamp,equity
2025-09-26T10:20:00+00:00,9997.708836375143
2025-09-26T10:20:00+00:00,9997.708836375143
2025-09-26T10:20:00+00:00,9997.708836375143
2025-09-26T10:20:00+00:00,9997.708836375143
2025-09-26T10:20:00+00:00,9997.708836375143
2025-09-26T10:20:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:25:00+00:00,9997.708836375143
2025-09-26T10:30:00+00:00,9997.708836375143
2025-09-26T10:30:00+00:00,9997.708836375143
2025-09-26T10:30:00+00:00,9997.708836375143
2025-09-26T10:30:00+00:00,9997.708836375143
2025-09-26T10:30:00+00:00,9997.708836375143
2025-09-26T10:50:00+00:00,9793.206509125428
2025-09-26T10:50:00+00:00,9793.206509125428
2025-09-26T11:00:00+00:00,9790.883980901806
2025-09-26T11:05:00+00:00,9697.251627787078
2025-09-26T11:05:00+00:00,9697.251627787078
2025-09-26T11:05:00+00:00,9697.251627787078
2025-09-26T11:05:00+00:00,9697.251627787078
2025-09-26T11:55:00+00:00,9696.266581177766
2025-09-26T12:30:00+00:00,9548.982551520225
2025-09-26T13:05:00+00:00,9507.86252450144
2025-09-26T13:05:00+00:00,9507.86252450144
2025-09-26T13:05:00+00:00,9507.86252450144
2025-09-26T13:05:00+00:00,9507.86252450144
2025-09-26T14:20:00+00:00,9483.57153803675
2025-09-26T14:20:00+00:00,9449.896823311823
2025-09-26T14:40:00+00:00,9124.55654014187
2025-09-26T14:40:00+00:00,9124.55654014187
2025-09-26T14:40:00+00:00,9124.55654014187
2025-09-26T14:40:00+00:00,9124.55654014187
2025-09-26T14:40:00+00:00,9124.55654014187
2025-09-26T14:40:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
2025-09-26T14:45:00+00:00,9124.55654014187
